,Unnamed: 0,date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,surface,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment,name,x,y
615,615,2023-04-15,JPN,Hanshin,07:30,Arlington Cup (3yo) (Turf),Flat,,Grade 3,,3yo,,1m,8f,1600,Yielding,Turf,18,2.0,11,2,6.25,1,Yurisha (JPN),3,F,119,,1:35.15,95.15,4.8,Kohei Matsuyama,Naoya Nakamura,,–,83,Greater London (JPN),Angelicus (JPN),Harbinger,Yoshikazu Takeshita,,Hanshin,135.36121312754145,34.77914388048496
616,616,2023-04-15,JPN,Hanshin,07:30,Arlington Cup (3yo) (Turf),Flat,,Grade 3,,3yo,,1m,8f,1600,Yielding,Turf,18,17.0,12,17,6.5,0.05,Yakushima (GB),3,C,123,,1:35.21,95.21,16.4,Christophe-Patrice Lemaire,Ryo Terashima,,–,87,Havana Grey (GB),Satsuma GB,Compton Place,Godolphin,Settled in midfield on outer - pushed along 2f out - no impression on leaders from 1 1/2f out - never threatened,Hanshin,135.36121312754145,34.77914388048496
617,617,2023-04-15,JPN,Hanshin,07:30,Arlington Cup (3yo) (Turf),Flat,,Grade 3,,3yo,,1m,8f,1600,Yielding,Turf,18,8.0,13,8,11.5,5,Taliesin (JPN),3,C,123,,1:36.20,96.20,107.0,Hideaki Miyuki,Takashi Kanari,,–,76,Kinshasa No Kiseki (AUS),Evading Tempete GB,Dubai Destination,Tsutomu Noda,,Hanshin,135.36121312754145,34.77914388048496
618,618,2023-04-15,JPN,Hanshin,07:30,Arlington Cup (3yo) (Turf),Flat,,Grade 3,,3yo,,1m,8f,1600,Yielding,Turf,18,14.0,14,14,11.5,0.2,ILl Shine (JPN),3,C,123,,1:36.24,96.24,54.0,Norihiro Yokoyama,Koichi Shintani,,–,75,Victoire Pisa (JPN),Best Of Me (JPN),Brians Time,Ryuji Katsumoto,,Hanshin,135.36121312754145,34.77914388048496
619,619,2023-04-15,JPN,Hanshin,07:30,Arlington Cup (3yo) (Turf),Flat,,Grade 3,,3yo,,1m,8f,1600,Yielding,Turf,18,18.0,15,18,13.25,1.75,Tinia (IRE),3,C,123,,1:36.55,96.55,39.0,Kiwamu Ogino,Yasutoshi Ikee,,–,71,Frankel (GB),Follow A Dream (USA),Giants Causeway,Koji Maeda,,Hanshin,135.36121312754145,34.77914388048496
620,620,2023-04-15,JPN,Hanshin,07:30,Arlington Cup (3yo) (Turf),Flat,,Grade 3,,3yo,,1m,8f,1600,Yielding,Turf,18,16.0,16,16,15.25,2,Taisei Courageux (JPN),3,C,123,,1:36.95,96.95,205.0,Ryuji Wada,Yoshito Yahagi,,–,67,Satono Crown (JPN),Cherir (JPN),Sunday Silence,Seiho Tanaka,,Hanshin,135.36121312754145,34.77914388048496
621,621,2023-04-15,JPN,Hanshin,07:30,Arlington Cup (3yo) (Turf),Flat,,Grade 3,,3yo,,1m,8f,1600,Yielding,Turf,18,15.0,17,15,17.25,2,Lance Of Sound (JPN),3,F,119,,1:37.35,97.35,48.0,Yusuke Fujioka,Yutaka Okumura,,–,58,Deep Brillante (JPN),Angelus Kiss (USA),Gone West,Yoshinori Itsukage,,Hanshin,135.36121312754145,34.77914388048496
622,622,2023-04-15,JPN,Hanshin,07:30,Arlington Cup (3yo) (Turf),Flat,,Grade 3,,3yo,,1m,8f,1600,Yielding,Turf,18,12.0,18,12,17.5,0.2,Maruchan (JPN),3,C,123,,1:37.44,97.44,45.0,Ryo Takakura,Yasuo Takeichi,,–,62,Lovely Day (JPN),Miorichan (JPN),Swept Overboard,Takao Seya,,Hanshin,135.36121312754145,34.77914388048496
623,623,2023-04-16,JPN,Hanshin,07:30,Antares Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,1m1f,9f,1800,Standard,AW,15,12.0,1,12,0,0,Promised Warrior (JPN),6,H,130,,1:49.50,109.50,1.9,Katsuma Sameshima,Kenji Nonaka,242522.66,–,–,Majestic Warrior (USA),Promised Spark (JPN),Fuji Kiseki,Silk Racing Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
624,624,2023-04-16,JPN,Hanshin,07:30,Antares Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,1m1f,9f,1800,Standard,AW,15,9.0,2,9,.5,.5,Vanyar (JPN),5,H,126,,1:49.58,109.58,8.1,Kiwamu Ogino,Yasushi Shono,95367.57,–,–,Turtle Bowl (IRE),Bright Elf (JPN),Brians Time,Hidaka Breeders Union Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
625,625,2023-04-16,JPN,Hanshin,07:30,Antares Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,1m1f,9f,1800,Standard,AW,15,11.0,3,11,2.5,2,Kings Sword (JPN),4,C,126,,1:49.92,109.92,6.6,Yasunari Iwata,Ryo Terashima,60271.9,–,–,Sinister Minister (USA),Kings Berry (JPN),King Halo,Hidaka Breeders Union Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
626,626,2023-04-16,JPN,Hanshin,07:30,Antares Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,1m1f,9f,1800,Standard,AW,15,15.0,4,15,3.5,1,Power Broking (JPN),4,C,126,,1:50.08,110.08,32.0,Takuya Ono,Toru Kurita,35876.13,–,–,American Patriot (USA),Pixie Princess (JPN),Deep Impact,Godolphin,Towards rear - shaken up 2f out - headway from over 1f out - stayed on well inside final furlong - never threatened,Hanshin,135.36121312754145,34.77914388048496
627,627,2023-04-16,JPN,Hanshin,07:30,Antares Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,1m1f,9f,1800,Standard,AW,15,1.0,5,1,5,1.5,Kafuji Octagon (JPN),4,C,128,,1:50.33,110.33,7.0,Hayato Yoshida,Yoshito Yahagi,23917.42,–,–,Maurice (JPN),Mejiro Marian (JPN),Mejiro Bailey,Mamoru Kato,,Hanshin,135.36121312754145,34.77914388048496
628,628,2023-04-16,JPN,Hanshin,07:30,Antares Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,1m1f,9f,1800,Standard,AW,15,7.0,6,7,5.25,0.3,Keiai Purple (JPN),7,H,128,,1:50.38,110.38,8.9,Kota Fujioka,Akira Murayama,,–,–,Pyro (USA),Alvena (CAN),Seeking The Gold,Keiai Stallion Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
629,629,2023-04-16,JPN,Hanshin,07:30,Antares Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,1m1f,9f,1800,Standard,AW,15,2.0,7,2,8.75,3.5,Meisho Kazusa (JPN),6,H,128,,1:50.96,110.96,40.0,Kenichi Ikezoe,Akio Adachi,,–,–,Casino Drive (USA),Precious Elf (JPN),Coronados Quest,Yoshio Matsumoto,,Hanshin,135.36121312754145,34.77914388048496
630,630,2023-04-16,JPN,Hanshin,07:30,Antares Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,1m1f,9f,1800,Standard,AW,15,10.0,8,10,8.75,0.05,Gold Higher (JPN),5,H,126,,1:50.97,110.97,36.0,Ryuji Wada,Ryuji Okubo,,–,–,Henny Hughes (USA),Gold Glory (JPN),Harbinger,Hisayo Ishiro,,Hanshin,135.36121312754145,34.77914388048496
631,631,2023-04-16,JPN,Hanshin,07:30,Antares Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,1m1f,9f,1800,Standard,AW,15,3.0,9,3,10,1.25,Gempachi Lucifer (JPN),7,H,128,,1:51.17,111.17,89.0,Manabu Sakai,Shozo Sasaki,,–,–,To The Glory (JPN),Lovely Stellar (JPN),Kurofune,Takeshi Hirano,,Hanshin,135.36121312754145,34.77914388048496
632,632,2023-04-16,JPN,Hanshin,07:30,Antares Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,1m1f,9f,1800,Standard,AW,15,6.0,10,6,12,2,Sunrise Hope (JPN),6,H,128,,1:51.50,111.50,20.8,Hideaki Miyuki,Tomohiko Hatsuki,,–,–,Majestic Warrior (USA),Opus Queen (JPN),Special Week,Takao Matsuoka,,Hanshin,135.36121312754145,34.77914388048496
633,633,2023-04-16,JPN,Hanshin,07:30,Antares Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,1m1f,9f,1800,Standard,AW,15,4.0,11,4,13.25,1.25,Kitano Ryu O (JPN),5,H,126,,1:51.71,111.71,95.0,Fuma Matsuwaka,Koji Kayano,,–,–,Jo Cappuccino (JPN),Morito Oka (JPN),Brians Time,Naoto Kitajo,,Hanshin,135.36121312754145,34.77914388048496
634,634,2023-04-16,JPN,Hanshin,07:30,Antares Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,1m1f,9f,1800,Standard,AW,15,13.0,12,13,15.25,2,Lord Bless (JPN),7,H,128,,1:52.04,112.04,34.0,Haruhiko Kawasu,Yutaka Okumura,,–,–,Danon Ballade (JPN),Mysterieuse (JPN),Narita Top Road,Lord Horse Club Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
635,635,2023-04-16,JPN,Hanshin,07:30,Antares Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,1m1f,9f,1800,Standard,AW,15,8.0,13,8,16.75,1.5,Full Depth Leader (JPN),6,H,128,,1:52.29,112.29,60.0,Atsuya Nishimura,Makoto Saito,,–,–,Henny Hughes (USA),First Chair (JPN),Jungle Pocket,Yoshio Oda,,Hanshin,135.36121312754145,34.77914388048496
636,636,2023-04-16,JPN,Hanshin,07:30,Antares Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,1m1f,9f,1800,Standard,AW,15,5.0,14,5,18.5,1.75,Daimei Corrida (JPN),6,H,126,,1:52.58,112.58,302.0,Yuichi Kitamura,Naoyuki Morita,,–,–,Eskendereya (USA),Miracle Flag (JPN),Spicule,Noboru Miyamoto,,Hanshin,135.36121312754145,34.77914388048496
637,637,2023-04-16,JPN,Hanshin,07:30,Antares Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,1m1f,9f,1800,Standard,AW,15,14.0,15,14,48.5,30,Ocea Dynasty (JPN),5,H,126,,1:57.58,117.58,149.0,Suguru Hamanaka,Yukihiro Kato,,–,–,Orfevre (JPN),Lovers Lane (JPN),Mejiro Ryan,Xiao Japan,,Hanshin,135.36121312754145,34.77914388048496
638,638,2023-06-03,JPN,Hanshin,07:35,Naruo Kinen (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m2f,10f,2000,Good To Firm,Turf,15,12.0,1,12,0,0,Boccherini (JPN),7,H,126,,1:59.10,119.10,11.2,Suguru Hamanaka,Yasutoshi Ikee,273992.95,–,114,King Kamehameha (JPN),Popcorn Jazz (JPN),Dance In The Dark,Kaneko Makoto Holdings Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
639,639,2023-06-03,JPN,Hanshin,07:35,Naruo Kinen (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m2f,10f,2000,Good To Firm,Turf,15,4.0,2,4,0.3,0.3,Feengrotten (JPN),4,G,126,,1:59.15,119.15,4.7,Fuma Matsuwaka,Hiroshi Miyamoto,107955.69,–,113,Black Tide (JPN),Pixie Hollow (JPN),King Halo,Sunday Racing Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
640,640,2023-06-03,JPN,Hanshin,07:35,Naruo Kinen (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m2f,10f,2000,Good To Firm,Turf,15,9.0,3,9,.5,0.3,Admire Hadar (JPN),5,H,126,,1:59.18,119.18,18.0,Mirai Iwata,Ryuji Okubo,69712.99,–,112,Lord Kanaloa (JPN),Swear Tosho (JPN),Deep Impact,Junko Kondo,,Hanshin,135.36121312754145,34.77914388048496
641,641,2023-06-03,JPN,Hanshin,07:35,Naruo Kinen (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m2f,10f,2000,Good To Firm,Turf,15,8.0,4,8,1,0.3,Wonderful Town (JPN),5,H,126,,1:59.27,119.27,255.0,Ryuji Wada,Yoshitada Takahashi,40911.38,–,112,Rulership (JPN),Sea Of Love (JPN),Deep Impact,Masahiro Mita,,Hanshin,135.36121312754145,34.77914388048496
642,642,2023-06-03,JPN,Hanshin,07:35,Naruo Kinen (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m2f,10f,2000,Good To Firm,Turf,15,7.0,5,7,1.25,0.3,Maria Elena (JPN),5,M,121,,1:59.31,119.31,4.1,Kohei Matsuyama,Naohiro Yoshida,27064.45,–,106,Kurofune (USA),Tenderly Voice (JPN),Deep Impact,Kaneko Makoto Holdings Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
643,643,2023-06-03,JPN,Hanshin,07:35,Naruo Kinen (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m2f,10f,2000,Good To Firm,Turf,15,5.0,6,5,1.5,0.3,Mozu Bello (JPN),7,H,126,,1:59.35,119.35,96.0,Hideaki Miyuki,Naoyuki Morita,,–,111,Deep Brillante (JPN),Harlans Ruby (USA),Harlans Holiday,Capital System Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
644,644,2023-06-03,JPN,Hanshin,07:35,Naruo Kinen (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m2f,10f,2000,Good To Firm,Turf,15,11.0,7,11,1.75,0.3,Hindu Times (JPN),7,G,126,,1:59.39,119.39,43.0,Yutaka Take,Takashi Saito,,–,110,Harbinger (GB),Mahabharata (JPN),Deep Impact,Silk Racing Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
645,645,2023-06-03,JPN,Hanshin,07:35,Naruo Kinen (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m2f,10f,2000,Good To Firm,Turf,15,15.0,8,15,2,0.3,Scar Face (JPN),7,H,126,,1:59.43,119.43,102.0,Atsuya Nishimura,Kazuya Nakatake,,–,109,Hearts Cry (JPN),Spring Thunder (JPN),Kurofune,Nagai Shoji Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
646,646,2023-06-03,JPN,Hanshin,07:35,Naruo Kinen (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m2f,10f,2000,Good To Firm,Turf,15,2.0,9,2,2.5,.5,Karate (JPN),7,H,126,,1:59.52,119.52,5.0,Akira Sugawara,Yasuyuki Tsujino,,–,108,To The Glory (JPN),Lady No Punch (JPN),French Deputy,Hikaru Odagiri,,Hanshin,135.36121312754145,34.77914388048496
647,647,2023-06-03,JPN,Hanshin,07:35,Naruo Kinen (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m2f,10f,2000,Good To Firm,Turf,15,1.0,10,1,3,0.3,Gratias (JPN),5,H,126,,1:59.60,119.60,79.0,Yuichi Kitamura,Keisuke Miyata,,–,108,Hearts Cry (JPN),Malacostumbrada (ARG),Lizard Island,Three H Racing Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
648,648,2023-06-03,JPN,Hanshin,07:35,Naruo Kinen (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m2f,10f,2000,Good To Firm,Turf,15,13.0,11,13,3.5,.5,Meiner Fanrong (JPN),8,H,126,,1:59.68,119.68,123.0,Ryusei Sakai,Takahisa Tezuka,,–,107,Stay Gold (JPN),Meine Theresia (JPN),Roses In May,Thoroughbred Club Ruffian Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
649,649,2023-06-03,JPN,Hanshin,07:35,Naruo Kinen (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m2f,10f,2000,Good To Firm,Turf,15,14.0,12,14,4.25,.75,So Valiant (JPN),5,H,126,,1:59.81,119.81,2.6,Christophe-Patrice Lemaire,Masahiro Otake,,–,105,Orfevre (JPN),So Magic (JPN),Symboli Kris S,Shadai Race Horse Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
650,650,2023-06-03,JPN,Hanshin,07:35,Naruo Kinen (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m2f,10f,2000,Good To Firm,Turf,15,6.0,13,6,4.75,.5,Impress (JPN),4,C,126,,1:59.89,119.89,207.0,Katsuma Sameshima,Shozo Sasaki,,–,104,Kizuna (JPN),Beatrice GB,Dr Fong,Koji Maeda,,Hanshin,135.36121312754145,34.77914388048496
651,651,2023-06-03,JPN,Hanshin,07:35,Naruo Kinen (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m2f,10f,2000,Good To Firm,Turf,15,3.0,14,3,6.75,2,Diamant Minoru (JPN),6,H,126,,2:00.22,120.22,416.0,Kota Fujioka,Masaru Honda,,–,100,Orfevre (JPN),Isono Swallow (JPN),Dehere,Minoru Yoshioka,,Hanshin,135.36121312754145,34.77914388048496
652,652,2023-06-03,JPN,Hanshin,07:35,Naruo Kinen (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m2f,10f,2000,Good To Firm,Turf,15,10.0,15,10,15.75,9,Satono Lux (JPN),7,H,126,,2:01.72,121.72,416.0,Kiwamu Ogino,Yasutoshi Ikee,,–,82,Deep Impact (JPN),Listen (IRE),Sadlers Wells,Hajime Satomi,,Hanshin,135.36121312754145,34.77914388048496
653,653,2023-06-18,JPN,Hanshin,07:35,Mermaid Stakes Handicap) (3yo+ Fillies & Mares) (Turf),Flat,,Grade 3,,3yo+,F & M,1m2f,10f,2000,Good To Firm,Turf,13,4.0,1,4,0,0,Big Ribbon (JPN),5,M,121,,1:58.50,118.50,3.7,Atsuya Nishimura,Mitsumasa Nakauchida,242126.13,–,–,Rulership (JPN),Blitz Finale (JPN),Deep Impact,Tatsue Ishikawa,,Hanshin,135.36121312754145,34.77914388048496
654,654,2023-06-18,JPN,Hanshin,07:35,Mermaid Stakes Handicap) (3yo+ Fillies & Mares) (Turf),Flat,,Grade 3,,3yo+,F & M,1m2f,10f,2000,Good To Firm,Turf,13,8.0,2,8,.75,.75,Win Mighty (JPN),6,M,123,,1:58.62,118.62,5.0,Ryuji Wada,Masato Nishizono,95254.28,–,–,Gold Ship (JPN),Aoba Colline (JPN),Cacoethes,Win Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
655,655,2023-06-18,JPN,Hanshin,07:35,Mermaid Stakes Handicap) (3yo+ Fillies & Mares) (Turf),Flat,,Grade 3,,3yo+,F & M,1m2f,10f,2000,Good To Firm,Turf,13,5.0,3,5,2.25,1.5,Ho O Emmys (JPN),6,M,119,,1:58.88,118.88,23.8,Taisei Danno,Masakazu Ikegami,60215.26,–,–,Lord Kanaloa (JPN),Emmys Smile (JPN),Agnes Tachyon,Yoshihisa Ozasa,,Hanshin,135.36121312754145,34.77914388048496
656,656,2023-06-18,JPN,Hanshin,07:35,Mermaid Stakes Handicap) (3yo+ Fillies & Mares) (Turf),Flat,,Grade 3,,3yo+,F & M,1m2f,10f,2000,Good To Firm,Turf,13,13.0,4,13,3.5,1.25,Gold Eclipse (JPN),4,F,112,,1:59.08,119.08,11.1,Koji Nishizuka,Ryuji Okubo,35876.13,–,–,Duramente (JPN),Gold Glory (JPN),Harbinger,Hisayo Ishiro,,Hanshin,135.36121312754145,34.77914388048496
657,657,2023-06-18,JPN,Hanshin,07:35,Mermaid Stakes Handicap) (3yo+ Fillies & Mares) (Turf),Flat,,Grade 3,,3yo+,F & M,1m2f,10f,2000,Good To Firm,Turf,13,1.0,5,1,3.75,0.2,Sincere Wish (JPN),4,F,112,,1:59.16,119.16,9.1,Taiga Tsunoda,Keiji Yoshimura,23917.42,–,–,Kizuna (JPN),Xanas (IRE),Galileo,Kodai Maeda,,Hanshin,135.36121312754145,34.77914388048496
658,658,2023-06-18,JPN,Hanshin,07:35,Mermaid Stakes Handicap) (3yo+ Fillies & Mares) (Turf),Flat,,Grade 3,,3yo+,F & M,1m2f,10f,2000,Good To Firm,Turf,13,11.0,6,11,5,1.25,Bijin (JPN),4,F,117,,1:59.33,119.33,16.0,Manabu Sakai,Hidenori Take,,–,–,Kizuna (JPN),The Flats (USA),Giants Causeway,Takao Kanto,,Hanshin,135.36121312754145,34.77914388048496
659,659,2023-06-18,JPN,Hanshin,07:35,Mermaid Stakes Handicap) (3yo+ Fillies & Mares) (Turf),Flat,,Grade 3,,3yo+,F & M,1m2f,10f,2000,Good To Firm,Turf,13,9.0,7,9,8,3,Storia (JPN),4,F,119,,1:59.83,119.83,4.5,Ryusei Sakai,Haruki Sugiyama,,–,–,Leontes (JPN),Feliz (JPN),Jungle Pocket,Lord Horse Club Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
660,660,2023-06-18,JPN,Hanshin,07:35,Mermaid Stakes Handicap) (3yo+ Fillies & Mares) (Turf),Flat,,Grade 3,,3yo+,F & M,1m2f,10f,2000,Good To Firm,Turf,13,7.0,8,7,12,4,Lance Of Earth (JPN),5,M,112,,2:00.50,120.50,34.0,Fuma Izumiya,Masaru Honda,,–,–,Epiphaneia (JPN),My Square One (JPN),Giants Causeway,Takanori Itsukage,,Hanshin,135.36121312754145,34.77914388048496
661,661,2023-06-18,JPN,Hanshin,07:35,Mermaid Stakes Handicap) (3yo+ Fillies & Mares) (Turf),Flat,,Grade 3,,3yo+,F & M,1m2f,10f,2000,Good To Firm,Turf,13,12.0,9,12,16,4,Sankalpa (JPN),4,F,112,,2:01.17,121.17,13.2,Yuji Hishida,Hiroyasu Tanaka,,–,–,Duramente (JPN),Hidebound (ARG),Grand Slam,Silk Racing Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
662,662,2023-06-18,JPN,Hanshin,07:35,Mermaid Stakes Handicap) (3yo+ Fillies & Mares) (Turf),Flat,,Grade 3,,3yo+,F & M,1m2f,10f,2000,Good To Firm,Turf,13,6.0,10,6,17.25,1.25,Tagano Finale (JPN),4,F,110,,2:01.38,121.38,90.0,Ken Tanaka,Naoya Nakamura,,–,–,Epiphaneia (JPN),Tagano Mu Chan (JPN),Hearts Cry,Ryoji Yagi,,Hanshin,135.36121312754145,34.77914388048496
663,663,2023-06-18,JPN,Hanshin,07:35,Mermaid Stakes Handicap) (3yo+ Fillies & Mares) (Turf),Flat,,Grade 3,,3yo+,F & M,1m2f,10f,2000,Good To Firm,Turf,13,3.0,11,3,19.75,2.5,Hizuru Jo (JPN),4,F,110,,2:01.79,121.79,11.8,Fuma Matsuwaka,Inao Okada,,–,–,Harbinger (GB),Sunday Jo (JPN),Grass Wonder,Takao Kawauchi,,Hanshin,135.36121312754145,34.77914388048496
664,664,2023-06-18,JPN,Hanshin,07:35,Mermaid Stakes Handicap) (3yo+ Fillies & Mares) (Turf),Flat,,Grade 3,,3yo+,F & M,1m2f,10f,2000,Good To Firm,Turf,13,10.0,12,10,24.75,5,Hagino Maetel (JPN),4,F,110,,2:02.62,122.62,75.0,Seina Imamura,Ryo Terashima,,–,–,Satono Aladdin (JPN),Hagino Natura (JPN),Daiwa Major,Yoshie Hinokuma,,Hanshin,135.36121312754145,34.77914388048496
665,665,2023-06-18,JPN,Hanshin,07:35,Mermaid Stakes Handicap) (3yo+ Fillies & Mares) (Turf),Flat,,Grade 3,,3yo+,F & M,1m2f,10f,2000,Good To Firm,Turf,13,2.0,13,2,28.75,4,Shirley Poppy (JPN),5,M,117,,2:03.29,123.29,21.0,Kota Fujioka,Koichi Ishizaka,,–,–,Mikki Isle (JPN),Oriental Poppy (JPN),King Kamehameha,Carrot Farm Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
666,666,2023-06-25,JPN,Hanshin,07:40,Takarazuka Kinen (3yo+) (Turf),Flat,,Grade 1,,3yo+,,1m3f,11f,2200,Good To Firm,Turf,17,5.0,1,5,0,0,Equinox (JPN),4,C,128,,2:11.20,131.20,1.3,Christophe-Patrice Lemaire,Tetsuya Kimura,1407955.69,–,128,Kitasan Black (JPN),Chateau Blanche (JPN),King Halo,Silk Racing Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
667,667,2023-06-25,JPN,Hanshin,07:40,Takarazuka Kinen (3yo+) (Turf),Flat,,Grade 1,,3yo+,,1m3f,11f,2200,Good To Firm,Turf,17,6.0,2,6,0.3,0.3,Through Seven Seas (JPN),5,M,123,,2:11.25,131.25,56.0,Kenichi Ikezoe,Tomohito Ozeki,560523.67,–,121,Dream Journey (JPN),Mighty Slew (JPN),Kurofune,Carrot Farm Co Ltd,Took keen hold - held up in rear - began to close on outer 2 1/2f out - staying on when squeezed out trying to go between horses over 1f out - switched right - ran on final furlong,Hanshin,135.36121312754145,34.77914388048496
668,668,2023-06-25,JPN,Hanshin,07:40,Takarazuka Kinen (3yo+) (Turf),Flat,,Grade 1,,3yo+,,1m3f,11f,2200,Good To Firm,Turf,17,9.0,3,9,1.25,1,Justin Palace (JPN),4,C,128,,2:11.41,131.41,8.5,Katsuma Sameshima,Haruki Sugiyama,349496.48,–,121,Deep Impact (JPN),Palace Rumor (USA),Royal Anthem,Masahiro Miki,Evenly away - settled in rear after 1f - pushed along and headway on outer over 3f out - ridden over 1f out - stayed on well into third inside final furlong,Hanshin,135.36121312754145,34.77914388048496
669,669,2023-06-25,JPN,Hanshin,07:40,Takarazuka Kinen (3yo+) (Turf),Flat,,Grade 1,,3yo+,,1m3f,11f,2200,Good To Firm,Turf,17,11.0,4,11,1.5,0.2,Geraldina (JPN),5,M,123,,2:11.48,131.48,13.8,Yutaka Take,Takashi Saito,207703.93,–,116,Maurice (JPN),Gentildonna (JPN),Deep Impact,Sunday Racing Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
670,670,2023-06-25,JPN,Hanshin,07:40,Takarazuka Kinen (3yo+) (Turf),Flat,,Grade 1,,3yo+,,1m3f,11f,2200,Good To Firm,Turf,17,10.0,5,10,2.5,1,Deep Bond (JPN),6,H,128,,2:11.62,131.62,16.6,Ryuji Wada,Ryuji Okubo,138469.29,–,119,Kizuna (JPN),Zephyranthes (JPN),King Halo,Shinji Maeda,,Hanshin,135.36121312754145,34.77914388048496
671,671,2023-06-25,JPN,Hanshin,07:40,Takarazuka Kinen (3yo+) (Turf),Flat,,Grade 1,,3yo+,,1m3f,11f,2200,Good To Firm,Turf,17,7.0,6,7,2.75,0.3,Pradaria (JPN),4,C,128,,2:11.66,131.66,261.0,Yuji Hishida,Manabu Ikezoe,,–,118,Deep Impact (JPN),Chasse Roll (JPN),Kurofune,Nagoya Yuho Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
672,672,2023-06-25,JPN,Hanshin,07:40,Takarazuka Kinen (3yo+) (Turf),Flat,,Grade 1,,3yo+,,1m3f,11f,2200,Good To Firm,Turf,17,4.0,7,4,3,0.3,Boccherini (JPN),7,H,128,,2:11.70,131.70,28.0,Suguru Hamanaka,Yasutoshi Ikee,,–,118,King Kamehameha (JPN),Popcorn Jazz (JPN),Dance In The Dark,Kaneko Makoto Holdings Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
673,673,2023-06-25,JPN,Hanshin,07:40,Takarazuka Kinen (3yo+) (Turf),Flat,,Grade 1,,3yo+,,1m3f,11f,2200,Good To Firm,Turf,17,8.0,8,8,4.25,1.25,Vela Azul (JPN),6,H,128,,2:11.91,131.91,42.0,Kohei Matsuyama,Kunihiko Watanabe,,–,116,Eishin Flash (JPN),Vela Blanca (JPN),Kurofune,Carrot Farm Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
674,674,2023-06-25,JPN,Hanshin,07:40,Takarazuka Kinen (3yo+) (Turf),Flat,,Grade 1,,3yo+,,1m3f,11f,2200,Good To Firm,Turf,17,13.0,9,13,4.5,0.05,Geoglyph (JPN),4,C,128,,2:11.96,131.96,83.0,Mirai Iwata,Tetsuya Kimura,,–,115,Drefong (USA),Aromatico (JPN),King Kamehameha,Sunday Racing Co Ltd,,Hanshin,135.36121312754145,34.77914388048496
