,Unnamed: 0,date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,surface,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment,name,x,y
2244,2244,2024-05-26,JPN,Tokyo,09:00,Meguro Kinen (4yo+) (Turf),Flat,,Grade 2,,4yo+,,1m4½f,12.5f,2500,Good To Firm,Turf,13,6.0,2,6,0.3,0.3,Chevalier Rose (JPN),6,H,123,,2:32.35,152.35,33.0,Atsuya Nishimura,Hisashi Shimizu,129561.15,–,112,Deep Impact (JPN),Viane Rose (FR),Sevres Rose,Carrot Farm Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2245,2245,2024-05-26,JPN,Tokyo,09:00,Meguro Kinen (4yo+) (Turf),Flat,,Grade 2,,4yo+,,1m4½f,12.5f,2500,Good To Firm,Turf,13,4.0,3,4,.5,0.2,Chrominance (JPN),7,H,127,,2:32.38,152.38,3.8,Christophe-Patrice Lemaire,Tomohito Ozeki,78703.5,–,116,Lord Kanaloa (JPN),Illuminance (JPN),Manhattan Cafe,Sunday Racing Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2246,2246,2024-05-26,JPN,Tokyo,09:00,Meguro Kinen (4yo+) (Turf),Flat,,Grade 2,,4yo+,,1m4½f,12.5f,2500,Good To Firm,Turf,13,2.0,4,2,1.25,.75,Satono Glanz (JPN),4,C,129,,2:32.51,152.51,5.3,Yuga Kawada,Yasuo Tomomichi,47894.85,–,117,Satono Diamond (JPN),Cherry Collect (IRE),Oratorio,Hajime Satomi,,Tokyo,139.4860812868083,35.66254653064314
2247,2247,2024-05-26,JPN,Tokyo,09:00,Meguro Kinen (4yo+) (Turf),Flat,,Grade 2,,4yo+,,1m4½f,12.5f,2500,Good To Firm,Turf,13,8.0,5,8,1.75,.5,Meiner Virtus (JPN),8,H,127,,2:32.59,152.59,8.9,Takeshi Yokoyama,Toru Miya,31744.26,–,114,Screen Hero (JPN),Meine Bonheur (JPN),Roses In May,Thoroughbred Club Ruffian Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2248,2248,2024-05-26,JPN,Tokyo,09:00,Meguro Kinen (4yo+) (Turf),Flat,,Grade 2,,4yo+,,1m4½f,12.5f,2500,Good To Firm,Turf,13,11.0,6,11,1.75,0.05,Dandyism (JPN),8,G,126,,2:32.60,152.60,138.0,Mirai Iwata,Kenji Nonaka,,–,113,Manhattan Cafe (JPN),Beauty Contest (IRE),Singspiel,Kanayama Holdings Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2249,2249,2024-05-26,JPN,Tokyo,09:00,Meguro Kinen (4yo+) (Turf),Flat,,Grade 2,,4yo+,,1m4½f,12.5f,2500,Good To Firm,Turf,13,5.0,7,5,2,0.3,Heat On Beat (JPN),7,H,130,,2:32.63,152.63,9.9,Ryusei Sakai,Yasuo Tomomichi,,–,116,King Kamehameha (JPN),Marcellina (JPN),Deep Impact,Shadai Race Horse Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2250,2250,2024-05-26,JPN,Tokyo,09:00,Meguro Kinen (4yo+) (Turf),Flat,,Grade 2,,4yo+,,1m4½f,12.5f,2500,Good To Firm,Turf,13,13.0,8,13,2.5,.5,Balaji (JPN),5,G,123,,2:32.72,152.72,115.0,Yuji Tannai,Yuichi Shikato,,–,109,Vincennes (JPN),Cedar Arazi (JPN),Arazi,Makio Okada,,Tokyo,139.4860812868083,35.66254653064314
2251,2251,2024-05-26,JPN,Tokyo,09:00,Meguro Kinen (4yo+) (Turf),Flat,,Grade 2,,4yo+,,1m4½f,12.5f,2500,Good To Firm,Turf,13,12.0,9,12,3,.5,Keiai Sandera (JPN),4,C,119,,2:32.80,152.80,15.9,Takashi Fujikake,Shinya Kobayashi,,–,104,Silver State (JPN),Queens Millicent (JPN),Empire Maker,Keiai Stallion Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2252,2252,2024-05-26,JPN,Tokyo,09:00,Meguro Kinen (4yo+) (Turf),Flat,,Grade 2,,4yo+,,1m4½f,12.5f,2500,Good To Firm,Turf,13,3.0,10,3,3.5,0.3,Meisho Breguet (JPN),5,H,123,,2:32.88,152.88,22.9,Manabu Sakai,Masaru Honda,,–,108,Gold Ship (JPN),Meisho Suizuki (JPN),Pyro,Yoshio Matsumoto,,Tokyo,139.4860812868083,35.66254653064314
2253,2253,2024-05-26,JPN,Tokyo,09:00,Meguro Kinen (4yo+) (Turf),Flat,,Grade 2,,4yo+,,1m4½f,12.5f,2500,Good To Firm,Turf,13,10.0,11,10,4,.5,Night In London (JPN),4,C,115,,2:32.97,152.97,21.7,Katsuma Sameshima,Masahiro Otake,,–,99,Greater London (JPN),Moon Howling (JPN),Mejiro Mcqueen,Yoshiro Kubota,,Tokyo,139.4860812868083,35.66254653064314
2254,2254,2024-05-26,JPN,Tokyo,09:00,Meguro Kinen (4yo+) (Turf),Flat,,Grade 2,,4yo+,,1m4½f,12.5f,2500,Good To Firm,Turf,13,1.0,12,1,4.25,0.3,June Aoniyoshi (JPN),4,C,121,,2:33.01,153.01,9.6,Kenichi Ikezoe,Takeshi Matsushita,,–,105,Kizuna (JPN),All Brand New (JPN),Nobo Jack,Jun Yoshikawa,,Tokyo,139.4860812868083,35.66254653064314
2255,2255,2024-05-26,JPN,Tokyo,09:00,Meguro Kinen (4yo+) (Turf),Flat,,Grade 2,,4yo+,,1m4½f,12.5f,2500,Good To Firm,Turf,13,7.0,13,7,10.25,6,Secret Run (JPN),8,H,115,,2:34.01,154.01,231.0,Hiroyuki Uchida,Akira Murayama,,–,90,Dunkirk (USA),Curl Fatare (JPN),King Kamehameha,Tetsuya Kamei,,Tokyo,139.4860812868083,35.66254653064314
2256,2256,2024-06-02,JPN,Tokyo,07:40,Yasuda Kinen (3yo+) (Turf),Flat,,Grade 1,,3yo+,,1m,8f,1600,Good,Turf,18,7.0,1,7,0,0,Romantic Warrior (IRE),6,G,128,,1:32.30,92.30,3.6,James McDonald,C S Shum,1023501.89,–,121,Acclamation (GB),Folk Melody (IRE),Street Cry,Peter Lau Pak Fai,Broke well - led or disputed lead early strides - soon settled behind leaders - ridden along and progress from 2f out - led 1f out - quickened clear inside final furlong - advantage reduced close home but always doing enough - ridden out,Tokyo,139.4860812868083,35.66254653064314
2257,2257,2024-06-02,JPN,Tokyo,07:40,Yasuda Kinen (3yo+) (Turf),Flat,,Grade 1,,3yo+,,1m,8f,1600,Good,Turf,18,5.0,2,5,.5,.5,Namur (JPN),5,M,123,,1:32.38,92.38,10.0,Yutaka Take,Tomokazu Takano,406994.88,–,114,Harbinger (GB),Sambre Et Meuse (JPN),Daiwa Major,Carrot Farm Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2258,2258,2024-06-02,JPN,Tokyo,07:40,Yasuda Kinen (3yo+) (Turf),Flat,,Grade 1,,3yo+,,1m,8f,1600,Good,Turf,18,10.0,3,10,.5,0.05,Soul Rush (JPN),6,H,128,,1:32.38,92.38,4.0,Joao Moreira,Yasutoshi Ikee,253619.96,–,119,Rulership (JPN),Eternal Bouquet (JPN),Manhattan Cafe,Tatsue Ishikawa,,Tokyo,139.4860812868083,35.66254653064314
2259,2259,2024-06-02,JPN,Tokyo,07:40,Yasuda Kinen (3yo+) (Turf),Flat,,Grade 1,,3yo+,,1m,8f,1600,Good,Turf,18,2.0,4,2,1.5,1,Gaia Force (JPN),5,H,128,,1:32.55,92.55,11.6,Yoshihito Nagaoka,Haruki Sugiyama,150367.57,–,117,Kitasan Black (JPN),Natale (JPN),Kurofune,Kr Japan,,Tokyo,139.4860812868083,35.66254653064314
2260,2260,2024-06-02,JPN,Tokyo,07:40,Yasuda Kinen (3yo+) (Turf),Flat,,Grade 1,,3yo+,,1m,8f,1600,Good,Turf,18,17.0,5,17,2,.5,Serifos (JPN),5,H,128,,1:32.63,92.63,6.1,Yuga Kawada,Mitsumasa Nakauchida,100245.04,–,116,Daiwa Major (JPN),Sea Front (FR),Le Havre,G1 Racing Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2261,2261,2024-06-02,JPN,Tokyo,07:40,Yasuda Kinen (3yo+) (Turf),Flat,,Grade 1,,3yo+,,1m,8f,1600,Good,Turf,18,4.0,6,4,3.25,1.25,Geoglyph (JPN),5,H,128,,1:32.84,92.84,44.0,Hiroshi Kitamura,Tetsuya Kimura,,–,113,Drefong (USA),Aromatico (JPN),King Kamehameha,Sunday Racing Co Ltd,Prominent on inner - ridden along 2f out - not quicken and lost position 1f out - kept on final furlong,Tokyo,139.4860812868083,35.66254653064314
2262,2262,2024-06-02,JPN,Tokyo,07:40,Yasuda Kinen (3yo+) (Turf),Flat,,Grade 1,,3yo+,,1m,8f,1600,Good,Turf,18,12.0,7,12,3.25,0.05,Fierce Pride (JPN),6,M,123,,1:32.85,92.85,55.0,Ryusei Sakai,Sakae Kunieda,,–,108,Deep Impact (JPN),Strawberry Fair GB,Kingmambo,Godolphin,Broke well - tracked leaders on outer - ridden 2f out - driven and disputed lead over 1f out - soon headed - weakened near finish,Tokyo,139.4860812868083,35.66254653064314
2263,2263,2024-06-02,JPN,Tokyo,07:40,Yasuda Kinen (3yo+) (Turf),Flat,,Grade 1,,3yo+,,1m,8f,1600,Good,Turf,18,16.0,8,16,3.75,.5,Elton Barows (JPN),4,C,128,,1:32.92,92.92,63.0,Atsuya Nishimura,Haruki Sugiyama,,–,112,Deep Brillante (JPN),Shonan Carat (JPN),Brians Time,Hirotsugu Inokuma,,Tokyo,139.4860812868083,35.66254653064314
2264,2264,2024-06-02,JPN,Tokyo,07:40,Yasuda Kinen (3yo+) (Turf),Flat,,Grade 1,,3yo+,,1m,8f,1600,Good,Turf,18,13.0,9,13,4.25,0.3,Stella Veloce (JPN),6,H,128,,1:33.01,93.01,16.4,Norihiro Yokoyama,Naosuke Sugai,,–,111,Bago (FR),Oh My Baby (JPN),Deep Impact,Teruo Ono,,Tokyo,139.4860812868083,35.66254653064314
2265,2265,2024-06-02,JPN,Tokyo,07:40,Yasuda Kinen (3yo+) (Turf),Flat,,Grade 1,,3yo+,,1m,8f,1600,Good,Turf,18,8.0,10,8,5.5,1.25,Air Lolonois (JPN),7,G,128,,1:33.22,93.22,108.0,Hideaki Miyuki,Kazuhide Sasada,,–,108,King Kamehameha (JPN),Air One Piece (JPN),Rock Of Gibraltar,Lucky Field Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2266,2266,2024-06-02,JPN,Tokyo,07:40,Yasuda Kinen (3yo+) (Turf),Flat,,Grade 1,,3yo+,,1m,8f,1600,Good,Turf,18,3.0,11,3,5.5,0.05,Red Mon Reve (JPN),5,H,128,,1:33.22,93.22,36.0,Kazuo Yokoyama,Masayoshi Ebina,,–,108,Lord Kanaloa (JPN),Last Groove (JPN),Deep Impact,Tokyo Horse Racing Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2267,2267,2024-06-02,JPN,Tokyo,07:40,Yasuda Kinen (3yo+) (Turf),Flat,,Grade 1,,3yo+,,1m,8f,1600,Good,Turf,18,14.0,12,14,5.75,0.3,Corepetiteur (JPN),4,G,128,,1:33.26,93.26,125.0,Yasunari Iwata,Kazuya Nakatake,,–,107,Just A Way (JPN),Vegas Night (USA),Coronados Quest,Makoto Kato,,Tokyo,139.4860812868083,35.66254653064314
2268,2268,2024-06-02,JPN,Tokyo,07:40,Yasuda Kinen (3yo+) (Turf),Flat,,Grade 1,,3yo+,,1m,8f,1600,Good,Turf,18,9.0,13,9,6,0.3,Parallel Vision (JPN),5,H,128,,1:33.30,93.30,15.4,Christophe-Patrice Lemaire,Sakae Kunieda,,–,107,Kizuna (JPN),Art Brut (JPN),Makfi,Carrot Farm Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2269,2269,2024-06-02,JPN,Tokyo,07:40,Yasuda Kinen (3yo+) (Turf),Flat,,Grade 1,,3yo+,,1m,8f,1600,Good,Turf,18,11.0,14,11,6,0.05,Win Carnelian (JPN),7,H,128,,1:33.31,93.31,18.9,Kosei Miura,Yuichi Shikato,,–,107,Screen Hero (JPN),Cosmo Crystal (JPN),Meiner Love,Win Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2270,2270,2024-06-02,JPN,Tokyo,07:40,Yasuda Kinen (3yo+) (Turf),Flat,,Grade 1,,3yo+,,1m,8f,1600,Good,Turf,18,18.0,15,18,7.75,1.75,Danon Scorpion (JPN),5,H,128,,1:33.59,93.59,37.0,Keita Tosaki,Yuichi Fukunaga,,–,103,Lord Kanaloa (JPN),Lexie Lou (CAN),Sligo Bay,Danox Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2271,2271,2024-06-02,JPN,Tokyo,07:40,Yasuda Kinen (3yo+) (Turf),Flat,,Grade 1,,3yo+,,1m,8f,1600,Good,Turf,18,1.0,16,1,8.25,0.3,Catedral (JPN),8,H,128,,1:33.67,93.67,214.0,Arata Saito,Manabu Ikezoe,,–,102,Hearts Cry (JPN),Abyla GB,Rock Of Gibraltar,Carrot Farm Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2272,2272,2024-06-02,JPN,Tokyo,07:40,Yasuda Kinen (3yo+) (Turf),Flat,,Grade 1,,3yo+,,1m,8f,1600,Good,Turf,18,15.0,17,15,8.25,0.2,Voyage Bubble (AUS),5,G,128,,1:33.71,93.71,17.3,Zac Purton,P F Yiu,,–,101,Deep Field (AUS),Raheights (AUS),Rahy,Sunshine And Moonlight Syndicate,,Tokyo,139.4860812868083,35.66254653064314
2273,2273,2024-06-02,JPN,Tokyo,07:40,Yasuda Kinen (3yo+) (Turf),Flat,,Grade 1,,3yo+,,1m,8f,1600,Good,Turf,18,6.0,18,6,9.25,1,Dobune (JPN),5,H,128,,1:33.84,93.84,71.0,Yuji Hishida,Koshiro Take,,–,99,Deep Impact (JPN),Premier Steps (IRE),Footstepsinthesand,Susumu Fujita,,Tokyo,139.4860812868083,35.66254653064314
2274,2274,2024-06-09,JPN,Tokyo,07:45,Epsom Cup (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,18,6.0,1,6,0,0,Lebensstil (JPN),4,C,130,,1:44.70,104.70,3.6,Christophe-Patrice Lemaire,Hiroyasu Tanaka,243021.83,–,–,Real Steel (JPN),Tokai Life (JPN),Tokai Teio,Carrot Farm Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2275,2275,2024-06-09,JPN,Tokyo,07:45,Epsom Cup (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,18,17.0,2,17,2,2,Nishino Souvenir (JPN),5,H,126,,1:45.03,105.03,19.3,Hironobu Tanabe,Hiroyuki Uehara,95689.46,–,–,Harbinger (GB),Ripple (JPN),Agnes Tachyon,Shigeyuki Nishiyama,,Tokyo,139.4860812868083,35.66254653064314
2276,2276,2024-06-09,JPN,Tokyo,07:45,Epsom Cup (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,18,10.0,3,10,4,2,Schilthorn (JPN),4,C,126,,1:45.37,105.37,12.0,Yutaka Yoshida,Koichi Shinkai,61767.65,–,–,Screen Hero (JPN),Shimmei Miyabi (JPN),Langfuhr,Dearest Club Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2277,2277,2024-06-09,JPN,Tokyo,07:45,Epsom Cup (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,18,11.0,4,11,4.25,0.2,Saai Roang (JPN),5,G,126,,1:45.44,105.44,5.5,Mirai Iwata,Noriyuki Hori,36199.6,–,–,Deep Impact (JPN),Hauoli (JPN),King Kamehameha,Kaneko Makoto Holdings Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2278,2278,2024-06-09,JPN,Tokyo,07:45,Epsom Cup (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,18,15.0,5,15,4.5,0.2,Al Naseem (JPN),5,H,126,,1:45.48,105.48,9.5,Norihiro Yokoyama,Shinsuke Hashiguchi,23947.43,–,–,Maurice (JPN),Jebel Ali (JPN),Deep Impact,Lion Race Horse Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2279,2279,2024-06-09,JPN,Tokyo,07:45,Epsom Cup (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,18,16.0,6,16,4.5,0.05,Gran Dia (JPN),5,G,126,,1:45.46,105.46,9.9,Kosei Miura,Mitsumasa Nakauchida,,–,–,Harbinger (GB),Dia De La Novia (JPN),Sunday Silence,Carrot Farm Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2280,2280,2024-06-09,JPN,Tokyo,07:45,Epsom Cup (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,18,18.0,7,18,5,.5,Selberg (JPN),5,H,128,,1:45.53,105.53,45.0,Genki Maruyama,Takashi Suzuki,,–,–,Epiphaneia (JPN),Enachan (JPN),Kinshasa No Kiseki,Natsumi Kuwahata,,Tokyo,139.4860812868083,35.66254653064314
2281,2281,2024-06-09,JPN,Tokyo,07:45,Epsom Cup (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,18,12.0,8,12,5.25,0.3,Grand Slam Ask (JPN),5,M,121,,1:45.58,105.58,223.0,Norifumi Mikamoto,Yoshito Yahagi,,–,–,Deep Impact (JPN),Genisa (USA),Storm Cat,Hirosaki Toshihiro Hd Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2282,2282,2024-06-09,JPN,Tokyo,07:45,Epsom Cup (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,18,4.0,9,4,5.5,0.2,Weltreisende (JPN),7,H,128,,1:45.65,105.65,7.2,Keita Tosaki,Yasutoshi Ikee,,–,–,Dream Journey (JPN),Mandela (GER),Acatenango,Sunday Racing Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2283,2283,2024-06-09,JPN,Tokyo,07:45,Epsom Cup (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,18,1.0,10,1,6,.5,Today Is The Day (JPN),5,H,126,,1:45.70,105.70,10.5,Akihide Tsumura,Yasutoshi Ikee,,–,–,Deep Impact (JPN),Kittens Queen (USA),Kittens Joy,Yoko Maeda,,Tokyo,139.4860812868083,35.66254653064314
2284,2284,2024-06-09,JPN,Tokyo,07:45,Epsom Cup (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,18,3.0,11,3,6,0.05,Rouge Lignage (JPN),5,M,121,,1:45.71,105.71,12.5,Kyosuke Maruta,Yoshitada Munakata,,–,–,Spielberg (JPN),Panzanella (JPN),Rulership,Tokyo Horse Racing Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2285,2285,2024-06-09,JPN,Tokyo,07:45,Epsom Cup (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,18,14.0,12,14,6.25,0.3,Curren Strauss (JPN),7,H,126,,1:45.74,105.74,120.0,Hiroshi Kitamura,Osamu Hirata,,–,–,Rulership (JPN),Agnes Waltz (JPN),Zenno Rob Roy,Takashi Suzuki,,Tokyo,139.4860812868083,35.66254653064314
2286,2286,2024-06-09,JPN,Tokyo,07:45,Epsom Cup (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,18,7.0,13,7,6.25,0.05,Meiner Celerius (JPN),4,C,126,,1:45.75,105.75,26.0,Yukito Ishikawa,Takeshi Okumura,,–,–,Rulership (JPN),Meine Canna (JPN),Agnes Tachyon,Thoroughbred Club Ruffian Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2287,2287,2024-06-09,JPN,Tokyo,07:45,Epsom Cup (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,18,2.0,14,2,7.25,1,North The World (JPN),6,H,126,,1:45.91,105.91,63.0,Akira Sugawara,Makoto Saito,,–,–,Deep Impact (JPN),Path Of Dreams (USA),Giants Causeway,Three H Racing Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2288,2288,2024-06-09,JPN,Tokyo,07:45,Epsom Cup (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,18,5.0,15,5,8.5,1.25,Time To Heaven (JPN),6,H,126,,1:46.12,106.12,42.0,Yuichi Kitamura,Hirofumi Toda,,–,–,Lord Kanaloa (JPN),Kiss To Heaven (JPN),Admire Vega,Dmm Dream Club Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2289,2289,2024-06-09,JPN,Tokyo,07:45,Epsom Cup (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,18,8.0,16,8,9,.5,World Winds (JPN),7,G,126,,1:46.20,106.20,261.0,Hiroyuki Uchida,Kazuhide Sasada,,–,–,Rulership (JPN),Asian Winds (JPN),Fuji Kiseki,Hiroyuki Kawakatsu,,Tokyo,139.4860812868083,35.66254653064314
2290,2290,2024-06-09,JPN,Tokyo,07:45,Epsom Cup (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,18,9.0,17,9,9.5,0.3,Red Lammert (JPN),5,H,126,,1:46.28,106.28,107.0,Tadhg OShea,Sakae Kunieda,,–,–,Deep Impact (JPN),Queens Advice (ARG),Orpen,Tokyo Horse Racing Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2291,2291,2024-06-09,JPN,Tokyo,07:45,Epsom Cup (3yo+) (Turf),Flat,,Grade 3,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,18,13.0,18,13,9.75,0.3,La Quemada (JPN),4,C,126,,1:46.33,106.33,51.0,Shu Ishibashi,Teruhiko Chida,,–,–,American Patriot (USA),Apt (JPN),Admire Moon,Godolphin,Tracked leaders on outer - ridden and outpaced 2 1/2f out - driven 1 1/2f out - weakened from 1f out - eased near finish,Tokyo,139.4860812868083,35.66254653064314
2292,2292,2024-10-05,JPN,Tokyo,07:45,Saudi Arabia Royal Cup (2yo) (Turf),Flat,,Grade 3,,2yo,,1m,8f,1600,Good,Turf,7,1.0,1,1,0,0,Arte Veloce (JPN),2,C,123,,1:33.00,93.00,3.5,Daisuke Sasaki,Naosuke Sugai,185186.01,–,102,Maurice (JPN),Culminate (JPN),Deep Impact,Teruo Ono,,Tokyo,139.4860812868083,35.66254653064314
2293,2293,2024-10-05,JPN,Tokyo,07:45,Saudi Arabia Royal Cup (2yo) (Turf),Flat,,Grade 3,,2yo,,1m,8f,1600,Good,Turf,7,5.0,2,5,1,1,Taisei Current (JPN),2,C,123,,1:33.17,93.17,12.9,Takeshi Yokoyama,Yoshito Yahagi,72800.18,–,100,Maurice (JPN),Irish Sea (IRE),Galileo,Seiho Tanaka,,Tokyo,139.4860812868083,35.66254653064314
2294,2294,2024-10-05,JPN,Tokyo,07:45,Saudi Arabia Royal Cup (2yo) (Turf),Flat,,Grade 3,,2yo,,1m,8f,1600,Good,Turf,7,4.0,3,4,1.5,.5,Meiner Ticket (JPN),2,C,123,,1:33.25,93.25,13.8,Keita Tosaki,Toru Miya,46424.59,–,99,Danon Ballade (JPN),Entry Ticket (JPN),Matsurida Gogh,Thoroughbred Club Ruffian Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2295,2295,2024-10-05,JPN,Tokyo,07:45,Saudi Arabia Royal Cup (2yo) (Turf),Flat,,Grade 3,,2yo,,1m,8f,1600,Good,Turf,7,6.0,4,6,1.75,0.2,Shin Forever (USA),2,C,123,,1:33.33,93.33,25.9,Akira Sugawara,Hideyuki Mori,27845.85,–,99,Complexity (USA),Praising (USA),Pulpit,Susumu Fujita,,Tokyo,139.4860812868083,35.66254653064314
2296,2296,2024-10-05,JPN,Tokyo,07:45,Saudi Arabia Royal Cup (2yo) (Turf),Flat,,Grade 3,,2yo,,1m,8f,1600,Good,Turf,7,3.0,5,3,2,0.3,Arlecchino (JPN),2,C,123,,1:33.33,93.33,1.5,Christophe-Patrice Lemaire,Sakae Kunieda,18378.26,–,98,Bricks And Mortar (USA),Cecchino (JPN),King Kamehameha,Sunday Racing Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2297,2297,2024-10-05,JPN,Tokyo,07:45,Saudi Arabia Royal Cup (2yo) (Turf),Flat,,Grade 3,,2yo,,1m,8f,1600,Good,Turf,7,2.0,6,2,7,5,Nishino Lua Nova (JPN),2,C,123,,1:34.17,94.17,55.0,Takezo Nagano,Masaaki Koga,,–,86,Leontes (JPN),Nishino Ricordi (JPN),Hearts Cry,Shigeyuki Nishiyama,,Tokyo,139.4860812868083,35.66254653064314
2298,2298,2024-10-05,JPN,Tokyo,07:45,Saudi Arabia Royal Cup (2yo) (Turf),Flat,,Grade 3,,2yo,,1m,8f,1600,Good,Turf,7,7.0,7,7,7.5,.5,Food Man (USA),2,C,123,,1:34.25,94.25,7.8,Kohei Matsuyama,Minoru Oguri,,–,85,Kingman (GB),Midnight Crossing (IRE),Dark Angel,Kazuhiro Masuda,,Tokyo,139.4860812868083,35.66254653064314
2299,2299,2024-10-06,JPN,Tokyo,07:45,Mainichi Okan (3yo+) (Turf),Flat,,Grade 2,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,14,11.0,1,11,0,0,Sixpence (JPN),3,C,123,,1:45.10,105.10,3.5,Christophe-Patrice Lemaire,Sakae Kunieda,378670.08,–,117,Kizuna (JPN),Finleysluckycharm (USA),Twirling Candy,Carrot Farm Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
2300,2300,2024-10-06,JPN,Tokyo,07:45,Mainichi Okan (3yo+) (Turf),Flat,,Grade 2,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,14,2.0,2,2,0.3,0.3,Ho O Biscuits (JPN),4,C,126,,1:45.15,105.15,7.4,Yasunari Iwata,Takeshi Okumura,151949.21,–,114,Mind Your Biscuits (USA),Ho O Sabrina (JPN),Rulership,Yoshihisa Ozasa,,Tokyo,139.4860812868083,35.66254653064314
2301,2301,2024-10-06,JPN,Tokyo,07:45,Mainichi Okan (3yo+) (Turf),Flat,,Grade 2,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,14,14.0,3,14,1,.75,Elton Barows (JPN),4,C,128,,1:45.27,105.27,8.3,Atsuya Nishimura,Haruki Sugiyama,95466.7,–,115,Deep Brillante (JPN),Shonan Carat (JPN),Brians Time,Hirotsugu Inokuma,,Tokyo,139.4860812868083,35.66254653064314
2302,2302,2024-10-06,JPN,Tokyo,07:45,Mainichi Okan (3yo+) (Turf),Flat,,Grade 2,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,14,1.0,4,1,1.25,0.3,Yamanin Salvum (JPN),5,H,126,,1:45.31,105.31,31.0,Kosei Miura,Naoya Nakamura,55691.69,–,112,Isla Bonita (JPN),Yamanin Emailler (JPN),White Muzzle,H Doi,,Tokyo,139.4860812868083,35.66254653064314
2303,2303,2024-10-06,JPN,Tokyo,07:45,Mainichi Okan (3yo+) (Turf),Flat,,Grade 2,,3yo+,,1m1f,9f,1800,Good To Firm,Turf,14,6.0,5,6,1.5,0.2,Schilthorn (JPN),4,C,126,,1:45.38,105.38,71.0,Akihide Tsumura,Koichi Shinkai,37313.43,–,112,Screen Hero (JPN),Shimmei Miyabi (JPN),Langfuhr,Dearest Club Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
